date,sales,price,is_festival,is_festival_1d,is_weekend,Max_Temperature,Min_Temperature,extreme_weather,sales_1d,sales_2d,sales_3d,sales_4d,sales_5d,sales_6d,sales_7d,sales_diff,price_diff
2021/2/18,432.265,8.51,0,0,0,18,8,0,320.323,354.245,306.343,319.347,341.016,257.778,405.738,-33.922,-0.09
2021/2/19,561.55,8.14,0,0,0,22,8,0,432.265,320.323,354.245,306.343,319.347,341.016,257.778,111.942,-0.37
2021/2/20,533.049,7.77,0,0,1,23,9,0,561.55,432.265,320.323,354.245,306.343,319.347,341.016,129.285,-0.37
2021/2/21,520.421,7.85,0,0,1,25,10,0,533.049,561.55,432.265,320.323,354.245,306.343,319.347,-28.501,0.08
2021/2/22,511.995,7.92,0,0,0,26,12,0,520.421,533.049,561.55,432.265,320.323,354.245,306.343,-12.628,0.07
2021/2/23,408.903,8.2,0,0,0,16,9,0,511.995,520.421,533.049,561.55,432.265,320.323,354.245,-8.426,0.28
2021/2/24,415.759,7.91,0,0,0,10,6,0,408.903,511.995,520.421,533.049,561.55,432.265,320.323,-103.092,-0.29
2021/2/25,423.033,8.41,0,0,0,7,4,0,415.759,408.903,511.995,520.421,533.049,561.55,432.265,6.856,0.5
2021/2/26,493.913,8.54,0,0,0,6,5,0,423.033,415.759,408.903,511.995,520.421,533.049,561.55,7.274,0.13
2021/2/27,456.893,8.41,0,0,1,11,3,0,493.913,423.033,415.759,408.903,511.995,520.421,533.049,70.88,-0.13
2021/2/28,396.367,8.13,0,0,1,9,6,0,456.893,493.913,423.033,415.759,408.903,511.995,520.421,-37.02,-0.28
2021/3/1,512.418,8.34,0,0,0,12,2,0,396.367,456.893,493.913,423.033,415.759,408.903,511.995,-60.526,0.21
2021/3/2,406.748,8.78,0,0,0,13,6,0,512.418,396.367,456.893,493.913,423.033,415.759,408.903,116.051,0.44
2021/3/3,481.876,7.87,0,0,0,15,6,0,406.748,512.418,396.367,456.893,493.913,423.033,415.759,-105.67,-0.91
2021/3/4,466.188,7.66,0,0,0,18,10,0,481.876,406.748,512.418,396.367,456.893,493.913,423.033,75.128,-0.21
2021/3/5,558.298,7.86,0,0,0,15,11,0,466.188,481.876,406.748,512.418,396.367,456.893,493.913,-15.688,0.2
2021/3/6,589.617,7.64,0,0,1,11,5,0,558.298,466.188,481.876,406.748,512.418,396.367,456.893,92.11,-0.22
2021/3/7,493.927,8.18,0,0,1,8,7,0,589.617,558.298,466.188,481.876,406.748,512.418,396.367,31.319,0.54
2021/3/8,532.446,8.14,0,0,0,8,5,0,493.927,589.617,558.298,466.188,481.876,406.748,512.418,-95.69,-0.04
2021/3/9,491.105,7.71,0,0,0,12,8,0,532.446,493.927,589.617,558.298,466.188,481.876,406.748,38.519,-0.43
2021/3/10,454.181,8.38,0,0,0,10,8,0,491.105,532.446,493.927,589.617,558.298,466.188,481.876,-41.341,0.67
2021/3/11,566.445,7.69,0,0,0,16,7,0,454.181,491.105,532.446,493.927,589.617,558.298,466.188,-36.924,-0.69
2021/3/12,513.675,8.1,0,0,0,18,10,0,566.445,454.181,491.105,532.446,493.927,589.617,558.298,112.264,0.41
2021/3/13,597.083,7,0,0,1,17,11,0,513.675,566.445,454.181,491.105,532.446,493.927,589.617,-52.77,-1.1
2021/3/14,515.849,6.89,0,0,1,21,14,0,597.083,513.675,566.445,454.181,491.105,532.446,493.927,83.408,-0.11
2021/3/15,496.72,7.24,0,0,0,19,16,0,515.849,597.083,513.675,566.445,454.181,491.105,532.446,-81.234,0.35
2021/3/16,520.387,7.17,0,0,0,18,10,0,496.72,515.849,597.083,513.675,566.445,454.181,491.105,-19.129,-0.07
2021/3/17,628.458,7.18,0,0,0,11,10,0,520.387,496.72,515.849,597.083,513.675,566.445,454.181,23.667,0.01
2021/3/18,583.871,7.56,0,0,0,10,7,0,628.458,520.387,496.72,515.849,597.083,513.675,566.445,108.071,0.38
2021/3/19,498.061,8.17,0,0,0,8,7,0,583.871,628.458,520.387,496.72,515.849,597.083,513.675,-44.587,0.61
2021/3/20,620.377,8.22,0,0,1,12,10,0,498.061,583.871,628.458,520.387,496.72,515.849,597.083,-85.81,0.05
2021/3/21,557.189,8.22,0,0,1,15,5,0,620.377,498.061,583.871,628.458,520.387,496.72,515.849,122.316,0
2021/3/22,553.816,7.94,0,0,0,17,7,0,557.189,620.377,498.061,583.871,628.458,520.387,496.72,-63.188,-0.28
2021/3/23,625.342,7.85,0,0,0,17,7,0,553.816,557.189,620.377,498.061,583.871,628.458,520.387,-3.373,-0.09
2021/3/24,597.331,7.88,0,0,0,22,9,0,625.342,553.816,557.189,620.377,498.061,583.871,628.458,71.526,0.03
2021/3/25,609.966,7.99,0,0,0,24,11,0,597.331,625.342,553.816,557.189,620.377,498.061,583.871,-28.011,0.11
2021/3/26,507.462,7.98,0,0,0,15,12,0,609.966,597.331,625.342,553.816,557.189,620.377,498.061,12.635,-0.01
2021/3/27,702.431,8.22,0,0,1,19,12,0,507.462,609.966,597.331,625.342,553.816,557.189,620.377,-102.504,0.24
2021/3/28,693.133,8.27,0,0,1,23,15,0,702.431,507.462,609.966,597.331,625.342,553.816,557.189,194.969,0.05
2021/3/29,523.186,7.93,0,0,0,24,15,0,693.133,702.431,507.462,609.966,597.331,625.342,553.816,-9.298,-0.34
2021/3/30,480.492,7.66,0,0,0,17,12,0,523.186,693.133,702.431,507.462,609.966,597.331,625.342,-169.947,-0.27
2021/3/31,593.792,7.21,0,0,0,13,12,0,480.492,523.186,693.133,702.431,507.462,609.966,597.331,-42.694,-0.45
2021/4/1,565.544,7.66,0,0,0,12,11,0,593.792,480.492,523.186,693.133,702.431,507.462,609.966,113.3,0.45
2021/4/2,757.393,7.41,0,1,0,12,11,0,565.544,593.792,480.492,523.186,693.133,702.431,507.462,-28.248,-0.25
2021/4/3,818.99,7.8,1,0,1,15,10,0,757.393,565.544,593.792,480.492,523.186,693.133,702.431,191.849,0.39
2021/4/4,680.478,7.9,1,0,1,13,10,0,818.99,757.393,565.544,593.792,480.492,523.186,693.133,61.597,0.1
2021/4/5,662.642,8.06,1,0,0,15,10,0,680.478,818.99,757.393,565.544,593.792,480.492,523.186,-138.512,0.16
2021/4/6,599.444,7.78,0,0,0,17,12,0,662.642,680.478,818.99,757.393,565.544,593.792,480.492,-17.836,-0.28
2021/4/7,562.562,7.91,0,0,0,13,10,0,599.444,662.642,680.478,818.99,757.393,565.544,593.792,-63.198,0.13
2021/4/8,459.61,8.38,0,0,0,18,10,0,562.562,599.444,662.642,680.478,818.99,757.393,565.544,-36.882,0.47
2021/4/9,467.705,8.33,0,0,0,20,12,0,459.61,562.562,599.444,662.642,680.478,818.99,757.393,-102.952,-0.05
2021/4/10,646.146,7.5,0,0,1,17,11,0,467.705,459.61,562.562,599.444,662.642,680.478,818.99,8.095,-0.83
2021/4/11,639.238,7.5,0,0,1,19,10,0,646.146,467.705,459.61,562.562,599.444,662.642,680.478,178.441,0
2021/4/12,607.47,6.86,0,0,0,25,10,0,639.238,646.146,467.705,459.61,562.562,599.444,662.642,-6.908,-0.64
2021/4/13,538.374,6.8,0,0,0,21,14,0,607.47,639.238,646.146,467.705,459.61,562.562,599.444,-31.768,-0.06
2021/4/14,552.845,6.82,0,0,0,17,12,0,538.374,607.47,639.238,646.146,467.705,459.61,562.562,-69.096,0.02
2021/4/15,576.841,7.95,0,0,0,23,14,0,552.845,538.374,607.47,639.238,646.146,467.705,459.61,14.471,1.13
2021/4/16,455.508,8.87,0,0,0,24,12,0,576.841,552.845,538.374,607.47,639.238,646.146,467.705,23.996,0.92
2021/4/17,474.817,8.73,0,0,1,24,14,0,455.508,576.841,552.845,538.374,607.47,639.238,646.146,-121.333,-0.14
2021/4/18,567.183,8.94,0,0,1,26,10,0,474.817,455.508,576.841,552.845,538.374,607.47,639.238,19.309,0.21
2021/4/19,475.156,8.91,0,0,0,19,16,0,567.183,474.817,455.508,576.841,552.845,538.374,607.47,92.366,-0.03
2021/4/20,495.232,8.01,0,0,0,18,15,0,475.156,567.183,474.817,455.508,576.841,552.845,538.374,-92.027,-0.9
2021/4/21,481.47,8.18,0,0,0,11,10,0,495.232,475.156,567.183,474.817,455.508,576.841,552.845,20.076,0.17
2021/4/22,521.265,8.69,0,0,0,22,15,0,481.47,495.232,475.156,567.183,474.817,455.508,576.841,-13.762,0.51
2021/4/23,528.633,8.16,0,0,0,22,15,0,521.265,481.47,495.232,475.156,567.183,474.817,455.508,39.795,-0.53
2021/4/24,524.053,8.25,0,0,1,15,13,0,528.633,521.265,481.47,495.232,475.156,567.183,474.817,7.368,0.09
2021/4/25,508.499,8.48,0,0,1,17,13,0,524.053,528.633,521.265,481.47,495.232,475.156,567.183,-4.58,0.23
2021/4/26,512.543,8.2,0,0,0,17,13,0,508.499,524.053,528.633,521.265,481.47,495.232,475.156,-15.554,-0.28
2021/4/27,496.681,8.54,0,0,0,24,14,0,512.543,508.499,524.053,528.633,521.265,481.47,495.232,4.044,0.34
2021/4/28,734.867,5.98,0,0,0,25,13,0,496.681,512.543,508.499,524.053,528.633,521.265,481.47,-15.862,-2.56
2021/4/29,746.809,5.79,0,0,0,24,16,0,734.867,496.681,512.543,508.499,524.053,528.633,521.265,238.186,-0.19
2021/4/30,837.524,5.98,0,1,0,32,17,0,746.809,734.867,496.681,512.543,508.499,524.053,528.633,11.942,0.19
2021/5/1,944.903,6.13,1,0,1,30,18,0,837.524,746.809,734.867,496.681,512.543,508.499,524.053,90.715,0.15
2021/5/2,812.945,7.91,1,0,1,28,16,0,944.903,837.524,746.809,734.867,496.681,512.543,508.499,107.379,1.78
2021/5/3,819.447,7.83,1,0,0,17,13,1,812.945,944.903,837.524,746.809,734.867,496.681,512.543,-131.958,-0.08
2021/5/4,684.911,7.86,1,0,0,26,14,0,819.447,812.945,944.903,837.524,746.809,734.867,496.681,6.502,0.03
2021/5/5,605.025,7.65,1,0,0,25,17,0,684.911,819.447,812.945,944.903,837.524,746.809,734.867,-134.536,-0.21
2021/5/6,425.404,7.82,0,0,0,32,12,0,605.025,684.911,819.447,812.945,944.903,837.524,746.809,-79.886,0.17
2021/5/7,535.798,7.51,0,0,0,27,16,0,425.404,605.025,684.911,819.447,812.945,944.903,837.524,-179.621,-0.31
2021/5/8,594.08,7.78,0,0,1,30,18,0,535.798,425.404,605.025,684.911,819.447,812.945,944.903,110.394,0.27
2021/5/9,630.941,7.41,0,0,1,32,21,0,594.08,535.798,425.404,605.025,684.911,819.447,812.945,58.282,-0.37
2021/5/10,494.836,7.74,0,0,0,26,20,0,630.941,594.08,535.798,425.404,605.025,684.911,819.447,36.861,0.33
2021/5/11,509.926,7.86,0,0,0,27,18,0,494.836,630.941,594.08,535.798,425.404,605.025,684.911,-136.105,0.12
2021/5/12,495.265,7.64,0,0,0,26,20,0,509.926,494.836,630.941,594.08,535.798,425.404,605.025,15.09,-0.22
2021/5/13,481.857,7.65,0,0,0,24,19,0,495.265,509.926,494.836,630.941,594.08,535.798,425.404,-14.661,0.01
2021/5/14,646.369,6.91,0,0,0,22,17,0,481.857,495.265,509.926,494.836,630.941,594.08,535.798,-13.408,-0.74
2021/5/15,761.693,6.77,0,0,1,29,20,1,646.369,481.857,495.265,509.926,494.836,630.941,594.08,164.512,-0.14
2021/5/16,709.373,6.73,0,0,1,21,14,0,761.693,646.369,481.857,495.265,509.926,494.836,630.941,115.324,-0.04
2021/5/17,698.225,6.96,0,0,0,23,16,0,709.373,761.693,646.369,481.857,495.265,509.926,494.836,-52.32,0.23
2021/5/18,513.103,7.81,0,0,0,22,14,0,698.225,709.373,761.693,646.369,481.857,495.265,509.926,-11.148,0.85
2021/5/19,402.424,8.35,0,0,0,23,16,0,513.103,698.225,709.373,761.693,646.369,481.857,495.265,-185.122,0.54
2021/5/20,560.184,7.29,0,0,0,25,18,0,402.424,513.103,698.225,709.373,761.693,646.369,481.857,-110.679,-1.06
2021/5/21,518.496,7.8,0,0,0,23,19,0,560.184,402.424,513.103,698.225,709.373,761.693,646.369,157.76,0.51
2021/5/22,723.623,7.21,0,0,1,24,20,0,518.496,560.184,402.424,513.103,698.225,709.373,761.693,-41.688,-0.59
2021/5/23,643.679,7.7,0,0,1,20,18,0,723.623,518.496,560.184,402.424,513.103,698.225,709.373,205.127,0.49
2021/5/24,582.984,7.74,0,0,0,32,15,0,643.679,723.623,518.496,560.184,402.424,513.103,698.225,-79.944,0.04
2021/5/25,515.583,7.9,0,0,0,23,17,0,582.984,643.679,723.623,518.496,560.184,402.424,513.103,-60.695,0.16
2021/5/26,515.103,7.68,0,0,0,20,16,0,515.583,582.984,643.679,723.623,518.496,560.184,402.424,-67.401,-0.22
2021/5/27,580.303,7.64,0,0,0,28,19,0,515.103,515.583,582.984,643.679,723.623,518.496,560.184,-0.48,-0.04
2021/5/28,490.468,7.6,0,0,0,26,19,0,580.303,515.103,515.583,582.984,643.679,723.623,518.496,65.2,-0.04
2021/5/29,619.919,7.64,0,0,1,27,19,0,490.468,580.303,515.103,515.583,582.984,643.679,723.623,-89.835,0.04
2021/5/30,564.99,7.62,0,0,1,30,20,0,619.919,490.468,580.303,515.103,515.583,582.984,643.679,129.451,-0.02
2021/5/31,559.865,7.31,0,0,0,34,21,0,564.99,619.919,490.468,580.303,515.103,515.583,582.984,-54.929,-0.31
2021/6/1,490.747,7.6,0,0,0,31,23,0,559.865,564.99,619.919,490.468,580.303,515.103,515.583,-5.125,0.29
2021/6/2,394.898,7.91,0,0,0,32,23,0,490.747,559.865,564.99,619.919,490.468,580.303,515.103,-69.118,0.31
2021/6/3,504.132,7.27,0,0,0,26,16,0,394.898,490.747,559.865,564.99,619.919,490.468,580.303,-95.849,-0.64
2021/6/4,601.306,6.92,0,0,0,30,18,0,504.132,394.898,490.747,559.865,564.99,619.919,490.468,109.234,-0.35
2021/6/5,452.443,7.63,0,0,1,32,20,0,601.306,504.132,394.898,490.747,559.865,564.99,619.919,97.174,0.71
2021/6/6,399.675,7.66,0,0,1,34,21,0,452.443,601.306,504.132,394.898,490.747,559.865,564.99,-148.863,0.03
2021/6/7,403.562,7.09,0,0,0,34,23,0,399.675,452.443,601.306,504.132,394.898,490.747,559.865,-52.768,-0.57
2021/6/8,443.772,7.39,0,0,0,34,25,0,403.562,399.675,452.443,601.306,504.132,394.898,490.747,3.887,0.3
2021/6/9,412.58,7.54,0,0,0,30,23,0,443.772,403.562,399.675,452.443,601.306,504.132,394.898,40.21,0.15
2021/6/10,472.687,7.06,0,0,0,27,22,0,412.58,443.772,403.562,399.675,452.443,601.306,504.132,-31.192,-0.48
2021/6/11,488.358,7.27,0,1,0,30,24,0,472.687,412.58,443.772,403.562,399.675,452.443,601.306,60.107,0.21
2021/6/12,607.056,7.57,1,0,1,29,23,0,488.358,472.687,412.58,443.772,403.562,399.675,452.443,15.671,0.3
2021/6/13,637.924,7.79,1,0,1,33,26,0,607.056,488.358,472.687,412.58,443.772,403.562,399.675,118.698,0.22
2021/6/14,820.132,7.9,1,0,0,34,27,0,637.924,607.056,488.358,472.687,412.58,443.772,403.562,30.868,0.11
2021/6/15,452.307,7.28,0,0,0,35,27,0,820.132,637.924,607.056,488.358,472.687,412.58,443.772,182.208,-0.62
2021/6/16,487.479,7.24,0,0,0,34,26,0,452.307,820.132,637.924,607.056,488.358,472.687,412.58,-367.825,-0.04
2021/6/17,463.757,7.17,0,0,0,29,24,0,487.479,452.307,820.132,637.924,607.056,488.358,472.687,35.172,-0.07
2021/6/18,433.095,6.66,0,0,0,27,21,0,463.757,487.479,452.307,820.132,637.924,607.056,488.358,-23.722,-0.51
2021/6/19,423.845,6.78,0,0,1,24,21,0,433.095,463.757,487.479,452.307,820.132,637.924,607.056,-30.662,0.12
2021/6/20,495.241,6.85,0,0,1,28,22,0,423.845,433.095,463.757,487.479,452.307,820.132,637.924,-9.25,0.07
2021/6/21,476.014,6.6,0,0,0,31,21,0,495.241,423.845,433.095,463.757,487.479,452.307,820.132,71.396,-0.25
2021/6/22,372.656,6.65,0,0,0,32,22,0,476.014,495.241,423.845,433.095,463.757,487.479,452.307,-19.227,0.05
2021/6/23,408.475,6.56,0,0,0,33,23,0,372.656,476.014,495.241,423.845,433.095,463.757,487.479,-103.358,-0.09
2021/6/24,436.953,6.27,0,0,0,34,24,0,408.475,372.656,476.014,495.241,423.845,433.095,463.757,35.819,-0.29
2021/6/25,448.156,6.29,0,0,0,34,25,0,436.953,408.475,372.656,476.014,495.241,423.845,433.095,28.478,0.02
2021/6/26,427.806,6.77,0,0,1,35,25,0,448.156,436.953,408.475,372.656,476.014,495.241,423.845,11.203,0.48
2021/6/27,467.577,6.85,0,0,1,30,26,0,427.806,448.156,436.953,408.475,372.656,476.014,495.241,-20.35,0.08
2021/6/28,428.181,6.81,0,0,0,32,25,0,467.577,427.806,448.156,436.953,408.475,372.656,476.014,39.771,-0.04
2021/6/29,403.503,6.97,0,0,0,34,26,0,428.181,467.577,427.806,448.156,436.953,408.475,372.656,-39.396,0.16
2021/6/30,494.747,6.98,0,0,0,31,25,0,403.503,428.181,467.577,427.806,448.156,436.953,408.475,-24.678,0.01
2021/7/1,531.957,6.76,0,0,0,28,24,0,494.747,403.503,428.181,467.577,427.806,448.156,436.953,91.244,-0.22
2021/7/2,526.74,6.7,0,0,0,26,24,0,531.957,494.747,403.503,428.181,467.577,427.806,448.156,37.21,-0.06
2021/7/3,429.416,6.87,0,0,1,28,24,0,526.74,531.957,494.747,403.503,428.181,467.577,427.806,-5.217,0.17
2021/7/4,405.858,7.21,0,0,1,27,24,0,429.416,526.74,531.957,494.747,403.503,428.181,467.577,-97.324,0.34
2021/7/5,414.654,6.96,0,0,0,29,25,0,405.858,429.416,526.74,531.957,494.747,403.503,428.181,-23.558,-0.25
2021/7/6,450.876,6.87,0,0,0,33,23,0,414.654,405.858,429.416,526.74,531.957,494.747,403.503,8.796,-0.09
2021/7/7,420.649,6.8,0,0,0,30,24,0,450.876,414.654,405.858,429.416,526.74,531.957,494.747,36.222,-0.07
2021/7/8,453.239,7.45,0,0,0,37,25,0,420.649,450.876,414.654,405.858,429.416,526.74,531.957,-30.227,0.65
2021/7/9,499.99,7.64,0,0,0,32,27,0,453.239,420.649,450.876,414.654,405.858,429.416,526.74,32.59,0.19
2021/7/10,433.63,7.94,0,0,1,32,27,0,499.99,453.239,420.649,450.876,414.654,405.858,429.416,46.751,0.3
2021/7/11,498.561,7.27,0,0,1,32,24,0,433.63,499.99,453.239,420.649,450.876,414.654,405.858,-66.36,-0.67
2021/7/12,491.578,7.4,0,0,0,33,26,0,498.561,433.63,499.99,453.239,420.649,450.876,414.654,64.931,0.13
2021/7/13,506.588,7.07,0,0,0,33,27,0,491.578,498.561,433.63,499.99,453.239,420.649,450.876,-6.983,-0.33
2021/7/14,471.57,7.32,0,0,0,35,28,0,506.588,491.578,498.561,433.63,499.99,453.239,420.649,15.01,0.25
2021/7/15,474.548,7.09,0,0,0,36,28,0,471.57,506.588,491.578,498.561,433.63,499.99,453.239,-35.018,-0.23
2021/7/16,620.255,6.23,0,0,0,34,25,0,474.548,471.57,506.588,491.578,498.561,433.63,499.99,2.978,-0.86
2021/7/17,740.741,5.89,0,0,1,31,24,0,620.255,474.548,471.57,506.588,491.578,498.561,433.63,145.707,-0.34
2021/7/18,1028.551,5.53,0,0,1,30,24,0,740.741,620.255,474.548,471.57,506.588,491.578,498.561,120.486,-0.36
2021/7/19,745.359,5.58,0,0,0,32,24,0,1028.551,740.741,620.255,474.548,471.57,506.588,491.578,287.81,0.05
2021/7/20,932.357,5.64,0,0,0,31,25,0,745.359,1028.551,740.741,620.255,474.548,471.57,506.588,-283.192,0.06
2021/7/21,640.714,5.91,0,0,0,33,25,0,932.357,745.359,1028.551,740.741,620.255,474.548,471.57,186.998,0.27
2021/7/22,631.345,5.93,0,0,0,26,22,1,640.714,932.357,745.359,1028.551,740.741,620.255,474.548,-291.643,0.02
2021/7/23,679.029,5.81,0,0,0,32,25,0,631.345,640.714,932.357,745.359,1028.551,740.741,620.255,-9.369,-0.12
2021/7/24,636.169,5.67,0,0,1,33,25,0,679.029,631.345,640.714,932.357,745.359,1028.551,740.741,47.684,-0.14
2021/7/25,513.449,7.52,0,0,1,32,24,0,636.169,679.029,631.345,640.714,932.357,745.359,1028.551,-42.86,1.85
2021/7/26,437.49,7.62,0,0,0,32,24,0,513.449,636.169,679.029,631.345,640.714,932.357,745.359,-122.72,0.1
2021/7/27,443.854,7.54,0,0,0,33,27,0,437.49,513.449,636.169,679.029,631.345,640.714,932.357,-75.959,-0.08
2021/7/28,371.773,7.85,0,0,0,27,24,0,443.854,437.49,513.449,636.169,679.029,631.345,640.714,6.364,0.31
2021/7/29,421.638,7.55,0,0,0,34,26,0,371.773,443.854,437.49,513.449,636.169,679.029,631.345,-72.081,-0.3
2021/7/30,382.307,7.85,0,0,0,35,26,0,421.638,371.773,443.854,437.49,513.449,636.169,679.029,49.865,0.3
2021/7/31,476.567,7.56,0,0,1,36,26,0,382.307,421.638,371.773,443.854,437.49,513.449,636.169,-39.331,-0.29
2021/8/1,410.099,7.7,0,0,1,31,22,0,476.567,382.307,421.638,371.773,443.854,437.49,513.449,94.26,0.14
2021/8/2,451.876,8.03,0,0,0,34,26,0,410.099,476.567,382.307,421.638,371.773,443.854,437.49,-66.468,0.33
2021/8/3,418.07,7.83,0,0,0,29,22,0,451.876,410.099,476.567,382.307,421.638,371.773,443.854,41.777,-0.2
2021/8/4,364.45,7.88,0,0,0,32,24,0,418.07,451.876,410.099,476.567,382.307,421.638,371.773,-33.806,0.05
2021/8/5,315.333,7.27,0,0,0,32,19,0,364.45,418.07,451.876,410.099,476.567,382.307,421.638,-53.62,-0.61
2021/8/6,435.959,7.61,0,0,0,35,27,0,315.333,364.45,418.07,451.876,410.099,476.567,382.307,-49.117,0.34
2021/8/7,407.014,8.59,0,0,1,35,27,0,435.959,315.333,364.45,418.07,451.876,410.099,476.567,120.626,0.98
2021/8/8,421.841,8.48,0,0,1,31,24,0,407.014,435.959,315.333,364.45,418.07,451.876,410.099,-28.945,-0.11
2021/8/9,436.182,8.51,0,0,0,28,23,0,421.841,407.014,435.959,315.333,364.45,418.07,451.876,14.827,0.03
2021/8/10,458.976,8.48,0,0,0,28,24,0,436.182,421.841,407.014,435.959,315.333,364.45,418.07,14.341,-0.03
