date,sales,price,is_festival,is_festival_1d,is_weekend,Max_Temperature,Min_Temperature,extreme_weather,sales_1d,sales_2d,sales_3d,sales_4d,sales_5d,sales_6d,sales_7d,sales_diff,price_diff
2021/2/28,24.467,9.96,0,0,1,9,6,0,46.85,49.766,38.234,63.052,43.806,39.181,44.92,-2.916,1.26
2021/3/1,63.53,9.53,0,0,0,12,2,0,24.467,46.85,49.766,38.234,63.052,43.806,39.181,-22.383,-0.43
2021/3/2,36.498,9.96,0,0,0,13,6,0,63.53,24.467,46.85,49.766,38.234,63.052,43.806,39.063,0.43
2021/3/3,60.234,7.9,0,0,0,15,6,0,36.498,63.53,24.467,46.85,49.766,38.234,63.052,-27.032,-2.06
2021/3/4,50.107,7.29,0,0,0,18,10,0,60.234,36.498,63.53,24.467,46.85,49.766,38.234,23.736,-0.61
2021/3/5,83.242,7.76,0,0,0,15,11,0,50.107,60.234,36.498,63.53,24.467,46.85,49.766,-10.127,0.47
2021/3/6,79.416,7.75,0,0,1,11,5,0,83.242,50.107,60.234,36.498,63.53,24.467,46.85,33.135,-0.01
2021/3/7,66.424,7.41,0,0,1,8,7,0,79.416,83.242,50.107,60.234,36.498,63.53,24.467,-3.826,-0.34
2021/3/8,107.003,7.23,0,0,0,8,5,0,66.424,79.416,83.242,50.107,60.234,36.498,63.53,-12.992,-0.18
2021/3/9,75.447,7.31,0,0,0,12,8,0,107.003,66.424,79.416,83.242,50.107,60.234,36.498,40.579,0.08
2021/3/10,75.403,9.39,0,0,0,10,8,0,75.447,107.003,66.424,79.416,83.242,50.107,60.234,-31.556,2.08
2021/3/11,80.345,5.26,0,0,0,16,7,0,75.403,75.447,107.003,66.424,79.416,83.242,50.107,-0.044,-4.13
2021/3/12,40.259,8.38,0,0,0,18,10,0,80.345,75.403,75.447,107.003,66.424,79.416,83.242,4.942,3.12
2021/3/13,108.509,6.76,0,0,1,17,11,0,40.259,80.345,75.403,75.447,107.003,66.424,79.416,-40.086,-1.62
2021/3/14,60.316,6.85,0,0,1,21,14,0,108.509,40.259,80.345,75.403,75.447,107.003,66.424,68.25,0.09
2021/3/15,69.284,6.9,0,0,0,19,16,0,60.316,108.509,40.259,80.345,75.403,75.447,107.003,-48.193,0.05
2021/3/16,67.863,6.7,0,0,0,18,10,0,69.284,60.316,108.509,40.259,80.345,75.403,75.447,8.968,-0.2
2021/3/17,90.575,6.41,0,0,0,11,10,0,67.863,69.284,60.316,108.509,40.259,80.345,75.403,-1.421,-0.29
2021/3/18,63.104,6.39,0,0,0,10,7,0,90.575,67.863,69.284,60.316,108.509,40.259,80.345,22.712,-0.02
2021/3/19,50.495,9.09,0,0,0,8,7,0,63.104,90.575,67.863,69.284,60.316,108.509,40.259,-27.471,2.7
2021/3/20,49.41,9.07,0,0,1,12,10,0,50.495,63.104,90.575,67.863,69.284,60.316,108.509,-12.609,-0.02
2021/3/21,52.895,8.98,0,0,1,15,5,0,49.41,50.495,63.104,90.575,67.863,69.284,60.316,-1.085,-0.09
2021/3/22,53.59,7.04,0,0,0,17,7,0,52.895,49.41,50.495,63.104,90.575,67.863,69.284,3.485,-1.94
2021/3/23,76.04,7.27,0,0,0,17,7,0,53.59,52.895,49.41,50.495,63.104,90.575,67.863,0.695,0.23
2021/3/24,61.599,8.76,0,0,0,22,9,0,76.04,53.59,52.895,49.41,50.495,63.104,90.575,22.45,1.49
2021/3/25,48.784,9.07,0,0,0,24,11,0,61.599,76.04,53.59,52.895,49.41,50.495,63.104,-14.441,0.31
2021/3/26,58.087,8.48,0,0,0,15,12,0,48.784,61.599,76.04,53.59,52.895,49.41,50.495,-12.815,-0.59
2021/3/27,81.021,9.05,0,0,1,19,12,0,58.087,48.784,61.599,76.04,53.59,52.895,49.41,9.303,0.57
2021/3/28,77.15,8.55,0,0,1,23,15,0,81.021,58.087,48.784,61.599,76.04,53.59,52.895,22.934,-0.5
2021/3/29,38.761,8.72,0,0,0,24,15,0,77.15,81.021,58.087,48.784,61.599,76.04,53.59,-3.871,0.17
2021/3/30,67.376,5.72,0,0,0,17,12,0,38.761,77.15,81.021,58.087,48.784,61.599,76.04,-38.389,-3
2021/3/31,59.433,8.1,0,0,0,13,12,0,67.376,38.761,77.15,81.021,58.087,48.784,61.599,28.615,2.38
2021/4/1,63.513,7.32,0,0,0,12,11,0,59.433,67.376,38.761,77.15,81.021,58.087,48.784,-7.943,-0.78
2021/4/2,79.27,7.82,0,1,0,12,11,0,63.513,59.433,67.376,38.761,77.15,81.021,58.087,4.08,0.5
2021/4/3,91.856,7.38,1,0,1,15,10,0,79.27,63.513,59.433,67.376,38.761,77.15,81.021,15.757,-0.44
2021/4/4,77.127,7.3,1,0,1,13,10,0,91.856,79.27,63.513,59.433,67.376,38.761,77.15,12.586,-0.08
2021/4/5,58.921,7.24,1,0,0,15,10,0,77.127,91.856,79.27,63.513,59.433,67.376,38.761,-14.729,-0.06
2021/4/6,98.177,6.33,0,0,0,17,12,0,58.921,77.127,91.856,79.27,63.513,59.433,67.376,-18.206,-0.91
2021/4/7,86.155,6.91,0,0,0,13,10,0,98.177,58.921,77.127,91.856,79.27,63.513,59.433,39.256,0.58
2021/4/8,36.608,8.93,0,0,0,18,10,0,86.155,98.177,58.921,77.127,91.856,79.27,63.513,-12.022,2.02
2021/4/9,29.691,9.96,0,0,0,20,12,0,36.608,86.155,98.177,58.921,77.127,91.856,79.27,-49.547,1.03
2021/4/10,69.304,6.01,0,0,1,17,11,0,29.691,36.608,86.155,98.177,58.921,77.127,91.856,-6.917,-3.95
2021/4/11,49.242,7.7,0,0,1,19,10,0,69.304,29.691,36.608,86.155,98.177,58.921,77.127,39.613,1.69
2021/4/12,47.966,6.49,0,0,0,25,10,0,49.242,69.304,29.691,36.608,86.155,98.177,58.921,-20.062,-1.21
2021/4/13,29.614,7.44,0,0,0,21,14,0,47.966,49.242,69.304,29.691,36.608,86.155,98.177,-1.276,0.95
2021/4/14,43.547,6.46,0,0,0,17,12,0,29.614,47.966,49.242,69.304,29.691,36.608,86.155,-18.352,-0.98
2021/4/15,75.679,8.75,0,0,0,23,14,0,43.547,29.614,47.966,49.242,69.304,29.691,36.608,13.933,2.29
2021/4/16,52.492,9.72,0,0,0,24,12,0,75.679,43.547,29.614,47.966,49.242,69.304,29.691,32.132,0.97
2021/4/17,45.149,8.6,0,0,1,24,14,0,52.492,75.679,43.547,29.614,47.966,49.242,69.304,-23.187,-1.12
2021/4/18,57.232,9.76,0,0,1,26,10,0,45.149,52.492,75.679,43.547,29.614,47.966,49.242,-7.343,1.16
2021/4/19,23.995,9.09,0,0,0,19,16,0,57.232,45.149,52.492,75.679,43.547,29.614,47.966,12.083,-0.67
2021/4/20,64.684,7.78,0,0,0,18,15,0,23.995,57.232,45.149,52.492,75.679,43.547,29.614,-33.237,-1.31
2021/4/21,35.565,8.45,0,0,0,11,10,0,64.684,23.995,57.232,45.149,52.492,75.679,43.547,40.689,0.67
2021/4/22,38.912,9.09,0,0,0,22,15,0,35.565,64.684,23.995,57.232,45.149,52.492,75.679,-29.119,0.64
2021/4/23,37.14,8.26,0,0,0,22,15,0,38.912,35.565,64.684,23.995,57.232,45.149,52.492,3.347,-0.83
2021/4/24,53.187,9.36,0,0,1,15,13,0,37.14,38.912,35.565,64.684,23.995,57.232,45.149,-1.772,1.1
2021/4/25,51.165,8.47,0,0,1,17,13,0,53.187,37.14,38.912,35.565,64.684,23.995,57.232,16.047,-0.89
2021/4/26,48.564,8.66,0,0,0,17,13,0,51.165,53.187,37.14,38.912,35.565,64.684,23.995,-2.022,0.19
2021/4/27,37.143,9.25,0,0,0,24,14,0,48.564,51.165,53.187,37.14,38.912,35.565,64.684,-2.601,0.59
2021/4/28,54.309,5.79,0,0,0,25,13,0,37.143,48.564,51.165,53.187,37.14,38.912,35.565,-11.421,-3.46
2021/4/29,75.961,5.81,0,0,0,24,16,0,54.309,37.143,48.564,51.165,53.187,37.14,38.912,17.166,0.02
2021/4/30,70.026,5.94,0,1,0,32,17,0,75.961,54.309,37.143,48.564,51.165,53.187,37.14,21.652,0.13
2021/5/1,51.963,5.76,1,0,1,30,18,0,70.026,75.961,54.309,37.143,48.564,51.165,53.187,-5.935,-0.18
2021/5/2,71.459,7.69,1,0,1,28,16,0,51.963,70.026,75.961,54.309,37.143,48.564,51.165,-18.063,1.93
2021/5/3,86.862,7.09,1,0,0,17,13,1,71.459,51.963,70.026,75.961,54.309,37.143,48.564,19.496,-0.6
2021/5/4,59.137,7.93,1,0,0,26,14,0,86.862,71.459,51.963,70.026,75.961,54.309,37.143,15.403,0.84
2021/5/5,62.971,7.96,1,0,0,25,17,0,59.137,86.862,71.459,51.963,70.026,75.961,54.309,-27.725,0.03
2021/5/6,43.973,7.74,0,0,0,32,12,0,62.971,59.137,86.862,71.459,51.963,70.026,75.961,3.834,-0.22
2021/5/7,24.166,5.67,0,0,0,27,16,0,43.973,62.971,59.137,86.862,71.459,51.963,70.026,-18.998,-2.07
2021/5/8,32.656,7.98,0,0,1,30,18,0,24.166,43.973,62.971,59.137,86.862,71.459,51.963,-19.807,2.31
2021/5/9,44.553,5.93,0,0,1,32,21,0,32.656,24.166,43.973,62.971,59.137,86.862,71.459,8.49,-2.05
2021/5/10,32.578,7.78,0,0,0,26,20,0,44.553,32.656,24.166,43.973,62.971,59.137,86.862,11.897,1.85
2021/5/11,76.646,6.27,0,0,0,27,18,0,32.578,44.553,32.656,24.166,43.973,62.971,59.137,-11.975,-1.51
2021/5/12,54.019,7.77,0,0,0,26,20,0,76.646,32.578,44.553,32.656,24.166,43.973,62.971,44.068,1.5
2021/5/13,57.29,6.95,0,0,0,24,19,0,54.019,76.646,32.578,44.553,32.656,24.166,43.973,-22.627,-0.82
2021/5/14,51.225,7.53,0,0,0,22,17,0,57.29,54.019,76.646,32.578,44.553,32.656,24.166,3.271,0.58
2021/5/15,24.394,7.66,0,0,1,29,20,1,51.225,57.29,54.019,76.646,32.578,44.553,32.656,-6.065,0.13
2021/5/16,47.45,7.3,0,0,1,21,14,0,24.394,51.225,57.29,54.019,76.646,32.578,44.553,-26.831,-0.36
2021/5/17,37.662,7.1,0,0,0,23,16,0,47.45,24.394,51.225,57.29,54.019,76.646,32.578,23.056,-0.2
2021/5/18,36.279,7.98,0,0,0,22,14,0,37.662,47.45,24.394,51.225,57.29,54.019,76.646,-9.788,0.88
2021/5/19,53.141,7.7,0,0,0,23,16,0,36.279,37.662,47.45,24.394,51.225,57.29,54.019,-1.383,-0.28
2021/5/20,29.916,7.43,0,0,0,25,18,0,53.141,36.279,37.662,47.45,24.394,51.225,57.29,16.862,-0.27
2021/5/21,49.09,7.6,0,0,0,23,19,0,29.916,53.141,36.279,37.662,47.45,24.394,51.225,-23.225,0.17
2021/5/22,38.015,7.67,0,0,1,24,20,0,49.09,29.916,53.141,36.279,37.662,47.45,24.394,19.174,0.07
2021/5/23,31.315,7.83,0,0,1,20,18,0,38.015,49.09,29.916,53.141,36.279,37.662,47.45,-11.075,0.16
2021/5/24,32.367,7.9,0,0,0,32,15,0,31.315,38.015,49.09,29.916,53.141,36.279,37.662,-6.7,0.07
2021/5/25,46.717,7.95,0,0,0,23,17,0,32.367,31.315,38.015,49.09,29.916,53.141,36.279,1.052,0.05
2021/5/26,17.03,7.98,0,0,0,20,16,0,46.717,32.367,31.315,38.015,49.09,29.916,53.141,14.35,0.03
2021/5/27,66.601,7.29,0,0,0,28,19,0,17.03,46.717,32.367,31.315,38.015,49.09,29.916,-29.687,-0.69
2021/5/28,40.087,7.68,0,0,0,26,19,0,66.601,17.03,46.717,32.367,31.315,38.015,49.09,49.571,0.39
2021/5/29,52.192,6.36,0,0,1,27,19,0,40.087,66.601,17.03,46.717,32.367,31.315,38.015,-26.514,-1.32
2021/5/30,43.565,6.77,0,0,1,30,20,0,52.192,40.087,66.601,17.03,46.717,32.367,31.315,12.105,0.41
2021/5/31,78.14,6.57,0,0,0,34,21,0,43.565,52.192,40.087,66.601,17.03,46.717,32.367,-8.627,-0.2
2021/6/1,46.21,7.3,0,0,0,31,23,0,78.14,43.565,52.192,40.087,66.601,17.03,46.717,34.575,0.73
2021/6/2,30.233,7.01,0,0,0,32,23,0,46.21,78.14,43.565,52.192,40.087,66.601,17.03,-31.93,-0.29
2021/6/3,39.583,7.27,0,0,0,26,16,0,30.233,46.21,78.14,43.565,52.192,40.087,66.601,-15.977,0.26
2021/6/4,55.873,6.03,0,0,0,30,18,0,39.583,30.233,46.21,78.14,43.565,52.192,40.087,9.35,-1.24
2021/6/5,42.003,7.83,0,0,1,32,20,0,55.873,39.583,30.233,46.21,78.14,43.565,52.192,16.29,1.8
2021/6/6,36.24,7.98,0,0,1,34,21,0,42.003,55.873,39.583,30.233,46.21,78.14,43.565,-13.87,0.15
2021/6/7,29.597,7.77,0,0,0,34,23,0,36.24,42.003,55.873,39.583,30.233,46.21,78.14,-5.763,-0.21
2021/6/8,20.17,7.39,0,0,0,34,25,0,29.597,36.24,42.003,55.873,39.583,30.233,46.21,-6.643,-0.38
2021/6/9,41.284,6.72,0,0,0,30,23,0,20.17,29.597,36.24,42.003,55.873,39.583,30.233,-9.427,-0.67
2021/6/10,87.397,6.71,0,0,0,27,22,0,41.284,20.17,29.597,36.24,42.003,55.873,39.583,21.114,-0.01
2021/6/11,45.264,7.6,0,1,0,30,24,0,87.397,41.284,20.17,29.597,36.24,42.003,55.873,46.113,0.89
2021/6/12,41.198,7.26,1,0,1,29,23,0,45.264,87.397,41.284,20.17,29.597,36.24,42.003,-42.133,-0.34
2021/6/13,23.004,7.5,1,0,1,33,26,0,41.198,45.264,87.397,41.284,20.17,29.597,36.24,-4.066,0.24
2021/6/14,65.907,7.96,1,0,0,34,27,0,23.004,41.198,45.264,87.397,41.284,20.17,29.597,-18.194,0.46
2021/6/15,91.611,5.89,0,0,0,35,27,0,65.907,23.004,41.198,45.264,87.397,41.284,20.17,42.903,-2.07
2021/6/16,22.659,5.85,0,0,0,34,26,0,91.611,65.907,23.004,41.198,45.264,87.397,41.284,25.704,-0.04
2021/6/17,67.223,6.28,0,0,0,29,24,0,22.659,91.611,65.907,23.004,41.198,45.264,87.397,-68.952,0.43
2021/6/18,44.296,7.77,0,0,0,27,21,0,67.223,22.659,91.611,65.907,23.004,41.198,45.264,44.564,1.49
2021/6/19,34.463,7.96,0,0,1,24,21,0,44.296,67.223,22.659,91.611,65.907,23.004,41.198,-22.927,0.19
2021/6/20,49.946,7.92,0,0,1,28,22,0,34.463,44.296,67.223,22.659,91.611,65.907,23.004,-9.833,-0.04
2021/6/21,46.112,7.33,0,0,0,31,21,0,49.946,34.463,44.296,67.223,22.659,91.611,65.907,15.483,-0.59
2021/6/22,27.392,7.18,0,0,0,32,22,0,46.112,49.946,34.463,44.296,67.223,22.659,91.611,-3.834,-0.15
2021/6/23,32.88,6.74,0,0,0,33,23,0,27.392,46.112,49.946,34.463,44.296,67.223,22.659,-18.72,-0.44
2021/6/24,47.892,6.55,0,0,0,34,24,0,32.88,27.392,46.112,49.946,34.463,44.296,67.223,5.488,-0.19
2021/6/25,41.062,7.1,0,0,0,34,25,0,47.892,32.88,27.392,46.112,49.946,34.463,44.296,15.012,0.55
2021/6/26,39.185,7.12,0,0,1,35,25,0,41.062,47.892,32.88,27.392,46.112,49.946,34.463,-6.83,0.02
2021/6/27,47.533,7.13,0,0,1,30,26,0,39.185,41.062,47.892,32.88,27.392,46.112,49.946,-1.877,0.01
2021/6/28,23.984,7.54,0,0,0,32,25,0,47.533,39.185,41.062,47.892,32.88,27.392,46.112,8.348,0.41
2021/6/29,28.92,7.96,0,0,0,34,26,0,23.984,47.533,39.185,41.062,47.892,32.88,27.392,-23.549,0.42
2021/6/30,50.586,6.99,0,0,0,31,25,0,28.92,23.984,47.533,39.185,41.062,47.892,32.88,4.936,-0.97
2021/7/1,46.985,6.68,0,0,0,28,24,0,50.586,28.92,23.984,47.533,39.185,41.062,47.892,21.666,-0.31
2021/7/2,39.514,7.47,0,0,0,26,24,0,46.985,50.586,28.92,23.984,47.533,39.185,41.062,-3.601,0.79
2021/7/3,44.832,6.99,0,0,1,28,24,0,39.514,46.985,50.586,28.92,23.984,47.533,39.185,-7.471,-0.48
2021/7/4,32.176,7.96,0,0,1,27,24,0,44.832,39.514,46.985,50.586,28.92,23.984,47.533,5.318,0.97
2021/7/5,41.018,7.82,0,0,0,29,25,0,32.176,44.832,39.514,46.985,50.586,28.92,23.984,-12.656,-0.14
2021/7/6,37.629,7.83,0,0,0,33,23,0,41.018,32.176,44.832,39.514,46.985,50.586,28.92,8.842,0.01
2021/7/7,35.882,8.16,0,0,0,30,24,0,37.629,41.018,32.176,44.832,39.514,46.985,50.586,-3.389,0.33
2021/7/8,44.223,8.75,0,0,0,37,25,0,35.882,37.629,41.018,32.176,44.832,39.514,46.985,-1.747,0.59
2021/7/9,42.84,8.24,0,0,0,32,27,0,44.223,35.882,37.629,41.018,32.176,44.832,39.514,8.341,-0.51
2021/7/10,35.688,8.76,0,0,1,32,27,0,42.84,44.223,35.882,37.629,41.018,32.176,44.832,-1.383,0.52
2021/7/11,37.832,8.76,0,0,1,32,24,0,35.688,42.84,44.223,35.882,37.629,41.018,32.176,-7.152,0
2021/7/12,27.189,7.87,0,0,0,33,26,0,37.832,35.688,42.84,44.223,35.882,37.629,41.018,2.144,-0.89
2021/7/13,44.381,7.66,0,0,0,33,27,0,27.189,37.832,35.688,42.84,44.223,35.882,37.629,-10.643,-0.21
2021/7/14,39.505,7.87,0,0,0,35,28,0,44.381,27.189,37.832,35.688,42.84,44.223,35.882,17.192,0.21
2021/7/15,40.798,7.66,0,0,0,36,28,0,39.505,44.381,27.189,37.832,35.688,42.84,44.223,-4.876,-0.21
2021/7/16,31.659,8.33,0,0,0,34,25,0,40.798,39.505,44.381,27.189,37.832,35.688,42.84,1.293,0.67
2021/7/17,29.656,8.5,0,0,1,31,24,0,31.659,40.798,39.505,44.381,27.189,37.832,35.688,-9.139,0.17
2021/7/18,24.165,8.31,0,0,1,30,24,0,29.656,31.659,40.798,39.505,44.381,27.189,37.832,-2.003,-0.19
2021/7/19,40.64,6.63,0,0,0,32,24,0,24.165,29.656,31.659,40.798,39.505,44.381,27.189,-5.491,-1.68
2021/7/20,39.571,7.95,0,0,0,31,25,0,40.64,24.165,29.656,31.659,40.798,39.505,44.381,16.475,1.32
2021/7/21,61.894,6.1,0,0,0,33,25,0,39.571,40.64,24.165,29.656,31.659,40.798,39.505,-1.069,-1.85
2021/7/22,52.644,5.98,0,0,0,26,22,1,61.894,39.571,40.64,24.165,29.656,31.659,40.798,22.323,-0.12
2021/7/23,55.576,5.98,0,0,0,32,25,0,52.644,61.894,39.571,40.64,24.165,29.656,31.659,-9.25,0
2021/7/24,85.456,5.98,0,0,1,33,25,0,55.576,52.644,61.894,39.571,40.64,24.165,29.656,2.932,0
2021/7/25,85.579,6.59,0,0,1,32,24,0,85.456,55.576,52.644,61.894,39.571,40.64,24.165,29.88,0.61
2021/7/26,40.372,7.12,0,0,0,32,24,0,85.579,85.456,55.576,52.644,61.894,39.571,40.64,0.123,0.53
2021/7/27,30.908,7.61,0,0,0,33,27,0,40.372,85.579,85.456,55.576,52.644,61.894,39.571,-45.207,0.49
2021/7/28,23.214,9.04,0,0,0,27,24,0,30.908,40.372,85.579,85.456,55.576,52.644,61.894,-9.464,1.43
2021/7/29,28.203,8.46,0,0,0,34,26,0,23.214,30.908,40.372,85.579,85.456,55.576,52.644,-7.694,-0.58
2021/7/30,23.94,9.06,0,0,0,35,26,0,28.203,23.214,30.908,40.372,85.579,85.456,55.576,4.989,0.6
2021/7/31,20.68,9.16,0,0,1,36,26,0,23.94,28.203,23.214,30.908,40.372,85.579,85.456,-4.263,0.1
2021/8/1,24.128,8.13,0,0,1,31,22,0,20.68,23.94,28.203,23.214,30.908,40.372,85.579,-3.26,-1.03
2021/8/2,42.298,8.7,0,0,0,34,26,0,24.128,20.68,23.94,28.203,23.214,30.908,40.372,3.448,0.57
2021/8/3,25.984,8.97,0,0,0,29,22,0,42.298,24.128,20.68,23.94,28.203,23.214,30.908,18.17,0.27
2021/8/4,33.234,9.11,0,0,0,32,24,0,25.984,42.298,24.128,20.68,23.94,28.203,23.214,-16.314,0.14
2021/8/5,32.449,7.56,0,0,0,32,19,0,33.234,25.984,42.298,24.128,20.68,23.94,28.203,7.25,-1.55
2021/8/6,31.663,9.1,0,0,0,35,27,0,32.449,33.234,25.984,42.298,24.128,20.68,23.94,-0.785,1.54
2021/8/7,30.421,9.11,0,0,1,35,27,0,31.663,32.449,33.234,25.984,42.298,24.128,20.68,-0.786,0.01
2021/8/8,35.796,7.65,0,0,1,31,24,0,30.421,31.663,32.449,33.234,25.984,42.298,24.128,-1.242,-1.46
2021/8/9,27.444,9.09,0,0,0,28,23,0,35.796,30.421,31.663,32.449,33.234,25.984,42.298,5.375,1.44
2021/8/10,27.164,9.07,0,0,0,28,24,0,27.444,35.796,30.421,31.663,32.449,33.234,25.984,-8.352,-0.02
