date,sales,price,is_festival,is_festival_1d,is_weekend,Max_Temperature,Min_Temperature,extreme_weather,sales_1d,sales_2d,sales_3d,sales_4d,sales_5d,sales_6d,sales_7d,sales_diff,price_diff
2021/3/6,24.775,7.33,0,0,1,11,5,0,21.948,34.068,36.9,24.074,24.402,23.288,41.694,-12.12,-0.63
2021/3/7,18.677,8.39,0,0,1,8,7,0,24.775,21.948,34.068,36.9,24.074,24.402,23.288,2.827,1.06
2021/3/8,29.762,8.1,0,0,0,8,5,0,18.677,24.775,21.948,34.068,36.9,24.074,24.402,-6.098,-0.29
2021/3/9,20.827,7.6,0,0,0,12,8,0,29.762,18.677,24.775,21.948,34.068,36.9,24.074,11.085,-0.5
2021/3/10,16.999,9.16,0,0,0,10,8,0,20.827,29.762,18.677,24.775,21.948,34.068,36.9,-8.935,1.56
2021/3/11,30.178,6.68,0,0,0,16,7,0,16.999,20.827,29.762,18.677,24.775,21.948,34.068,-3.828,-2.48
2021/3/12,30.127,8.72,0,0,0,18,10,0,30.178,16.999,20.827,29.762,18.677,24.775,21.948,13.179,2.03
2021/3/13,44.345,6.82,0,0,1,17,11,0,30.127,30.178,16.999,20.827,29.762,18.677,24.775,-0.051,-1.9
2021/3/14,26.281,6.96,0,0,1,21,14,0,44.345,30.127,30.178,16.999,20.827,29.762,18.677,14.218,0.14
2021/3/15,29.505,6.8,0,0,0,19,16,0,26.281,44.345,30.127,30.178,16.999,20.827,29.762,-18.064,-0.16
2021/3/16,42.963,5.74,0,0,0,18,10,0,29.505,26.281,44.345,30.127,30.178,16.999,20.827,3.224,-1.06
2021/3/17,25.165,7.64,0,0,0,11,10,0,42.963,29.505,26.281,44.345,30.127,30.178,16.999,13.458,1.9
2021/3/18,32.315,9.16,0,0,0,10,7,0,25.165,42.963,29.505,26.281,44.345,30.127,30.178,-17.798,1.52
2021/3/19,25.823,8.67,0,0,0,8,7,0,32.315,25.165,42.963,29.505,26.281,44.345,30.127,7.15,-0.49
2021/3/20,47.795,8.85,0,0,1,12,10,0,25.823,32.315,25.165,42.963,29.505,26.281,44.345,-6.492,0.18
2021/3/21,33.217,8.17,0,0,1,15,5,0,47.795,25.823,32.315,25.165,42.963,29.505,26.281,21.972,-0.68
2021/3/22,15.575,8.71,0,0,0,17,7,0,33.217,47.795,25.823,32.315,25.165,42.963,29.505,-14.578,0.54
2021/3/23,40.604,8.67,0,0,0,17,7,0,15.575,33.217,47.795,25.823,32.315,25.165,42.963,-17.642,-0.04
2021/3/24,22.245,8.38,0,0,0,22,9,0,40.604,15.575,33.217,47.795,25.823,32.315,25.165,25.029,-0.29
2021/3/25,38.416,7.28,0,0,0,24,11,0,22.245,40.604,15.575,33.217,47.795,25.823,32.315,-18.359,-1.11
2021/3/26,24.369,9.16,0,0,0,15,12,0,38.416,22.245,40.604,15.575,33.217,47.795,25.823,16.171,1.88
2021/3/27,42.95,7.8,0,0,1,19,12,0,24.369,38.416,22.245,40.604,15.575,33.217,47.795,-14.047,-1.36
2021/3/28,55.502,8.84,0,0,1,23,15,0,42.95,24.369,38.416,22.245,40.604,15.575,33.217,18.581,1.04
2021/3/29,48.79,8.53,0,0,0,24,15,0,55.502,42.95,24.369,38.416,22.245,40.604,15.575,12.552,-0.31
2021/3/30,24.436,8.01,0,0,0,17,12,0,48.79,55.502,42.95,24.369,38.416,22.245,40.604,-6.712,-0.52
2021/3/31,18.616,8.54,0,0,0,13,12,0,24.436,48.79,55.502,42.95,24.369,38.416,22.245,-24.354,0.53
2021/4/1,38.363,7.85,0,0,0,12,11,0,18.616,24.436,48.79,55.502,42.95,24.369,38.416,-5.82,-0.69
2021/4/2,44.605,6.21,0,1,0,12,11,0,38.363,18.616,24.436,48.79,55.502,42.95,24.369,19.747,-1.63
2021/4/3,55.621,7.23,1,0,1,15,10,0,44.605,38.363,18.616,24.436,48.79,55.502,42.95,6.242,1.01
2021/4/4,33.473,7.96,1,0,1,13,10,0,55.621,44.605,38.363,18.616,24.436,48.79,55.502,11.016,0.73
2021/4/5,27.534,9.16,1,0,0,15,10,0,33.473,55.621,44.605,38.363,18.616,24.436,48.79,-22.148,1.2
2021/4/6,19.977,9.16,0,0,0,17,12,0,27.534,33.473,55.621,44.605,38.363,18.616,24.436,-5.939,0
2021/4/7,30.498,8.22,0,0,0,13,10,0,19.977,27.534,33.473,55.621,44.605,38.363,18.616,-7.557,-0.94
2021/4/8,19.677,8.73,0,0,0,18,10,0,30.498,19.977,27.534,33.473,55.621,44.605,38.363,10.521,0.51
2021/4/9,11.661,9.16,0,0,0,20,12,0,19.677,30.498,19.977,27.534,33.473,55.621,44.605,-10.821,0.43
2021/4/10,68.99,6.38,0,0,1,17,11,0,11.661,19.677,30.498,19.977,27.534,33.473,55.621,-8.016,-2.78
2021/4/11,45.429,7.48,0,0,1,19,10,0,68.99,11.661,19.677,30.498,19.977,27.534,33.473,57.329,1.1
2021/4/12,29.139,7.36,0,0,0,25,10,0,45.429,68.99,11.661,19.677,30.498,19.977,27.534,-23.561,-0.13
2021/4/13,32.591,5.51,0,0,0,21,14,0,29.139,45.429,68.99,11.661,19.677,30.498,19.977,-16.29,-1.85
2021/4/14,24.579,7.02,0,0,0,17,12,0,32.591,29.139,45.429,68.99,11.661,19.677,30.498,3.452,1.51
2021/4/15,56.546,7.24,0,0,0,23,14,0,24.579,32.591,29.139,45.429,68.99,11.661,19.677,-8.012,0.22
2021/4/16,33.454,8.1,0,0,0,24,12,0,56.546,24.579,32.591,29.139,45.429,68.99,11.661,31.967,0.86
2021/4/17,27.377,9.08,0,0,1,24,14,0,33.454,56.546,24.579,32.591,29.139,45.429,68.99,-23.092,0.97
2021/4/18,31.439,9.06,0,0,1,26,10,0,27.377,33.454,56.546,24.579,32.591,29.139,45.429,-6.077,-0.01
2021/4/19,27.765,8.18,0,0,0,19,16,0,31.439,27.377,33.454,56.546,24.579,32.591,29.139,4.062,-0.89
2021/4/20,23.933,7.96,0,0,0,18,15,0,27.765,31.439,27.377,33.454,56.546,24.579,32.591,-3.674,-0.22
2021/4/21,30.594,7.13,0,0,0,11,10,0,23.933,27.765,31.439,27.377,33.454,56.546,24.579,-3.832,-0.83
2021/4/22,39.523,6.21,0,0,0,22,15,0,30.594,23.933,27.765,31.439,27.377,33.454,56.546,6.661,-0.92
2021/4/23,34.953,6.66,0,0,0,22,15,0,39.523,30.594,23.933,27.765,31.439,27.377,33.454,8.929,0.45
2021/4/24,25.398,6.08,0,0,1,15,13,0,34.953,39.523,30.594,23.933,27.765,31.439,27.377,-4.57,-0.58
2021/4/25,20.894,8.25,0,0,1,17,13,0,25.398,34.953,39.523,30.594,23.933,27.765,31.439,-9.555,2.17
2021/4/26,33.809,6.23,0,0,0,17,13,0,20.894,25.398,34.953,39.523,30.594,23.933,27.765,-4.504,-2.02
2021/4/27,11.507,8.16,0,0,0,24,14,0,33.809,20.894,25.398,34.953,39.523,30.594,23.933,12.915,1.93
2021/4/28,44.839,5.69,0,0,0,25,13,0,11.507,33.809,20.894,25.398,34.953,39.523,30.594,-22.302,-2.47
2021/4/29,63.337,4.89,0,0,0,24,16,0,44.839,11.507,33.809,20.894,25.398,34.953,39.523,33.332,-0.8
2021/4/30,36.599,5.82,0,1,0,32,17,0,63.337,44.839,11.507,33.809,20.894,25.398,34.953,18.498,0.93
2021/5/1,30.265,5.92,1,0,1,30,18,0,36.599,63.337,44.839,11.507,33.809,20.894,25.398,-26.738,0.1
2021/5/2,86.966,7.82,1,0,1,28,16,0,30.265,36.599,63.337,44.839,11.507,33.809,20.894,-6.334,1.9
2021/5/3,84.031,7.89,1,0,0,17,13,1,86.966,30.265,36.599,63.337,44.839,11.507,33.809,56.701,0.07
2021/5/4,60.055,7.72,1,0,0,26,14,0,84.031,86.966,30.265,36.599,63.337,44.839,11.507,-2.935,-0.18
2021/5/5,43.433,7.25,1,0,0,25,17,0,60.055,84.031,86.966,30.265,36.599,63.337,44.839,-23.976,-0.47
2021/5/6,30.548,6.52,0,0,0,32,12,0,43.433,60.055,84.031,86.966,30.265,36.599,63.337,-16.622,-0.73
2021/5/7,73.11,4.88,0,0,0,27,16,0,30.548,43.433,60.055,84.031,86.966,30.265,36.599,-12.885,-1.64
2021/5/8,45.285,7.68,0,0,1,30,18,0,73.11,30.548,43.433,60.055,84.031,86.966,30.265,42.562,2.79
2021/5/9,57.636,6.84,0,0,1,32,21,0,45.285,73.11,30.548,43.433,60.055,84.031,86.966,-27.825,-0.84
2021/5/10,29.577,7.65,0,0,0,26,20,0,57.636,45.285,73.11,30.548,43.433,60.055,84.031,12.351,0.82
2021/5/11,22.911,8.56,0,0,0,27,18,0,29.577,57.636,45.285,73.11,30.548,43.433,60.055,-28.059,0.91
2021/5/12,23.757,8.43,0,0,0,26,20,0,22.911,29.577,57.636,45.285,73.11,30.548,43.433,-6.666,-0.13
2021/5/13,25.786,8.05,0,0,0,24,19,0,23.757,22.911,29.577,57.636,45.285,73.11,30.548,0.846,-0.38
2021/5/14,17.898,8.61,0,0,0,22,17,0,25.786,23.757,22.911,29.577,57.636,45.285,73.11,2.029,0.56
2021/5/15,34.866,8.66,0,0,1,29,20,1,17.898,25.786,23.757,22.911,29.577,57.636,45.285,-7.888,0.05
2021/5/16,49.978,8.26,0,0,1,21,14,0,34.866,17.898,25.786,23.757,22.911,29.577,57.636,16.968,-0.4
2021/5/17,30.841,8.67,0,0,0,23,16,0,49.978,34.866,17.898,25.786,23.757,22.911,29.577,15.112,0.41
2021/5/18,39.009,8.07,0,0,0,22,14,0,30.841,49.978,34.866,17.898,25.786,23.757,22.911,-19.137,-0.6
2021/5/19,19.18,9.16,0,0,0,23,16,0,39.009,30.841,49.978,34.866,17.898,25.786,23.757,8.168,1.09
2021/5/20,14.99,9.16,0,0,0,25,18,0,19.18,39.009,30.841,49.978,34.866,17.898,25.786,-19.829,0
2021/5/21,23.125,8.29,0,0,0,23,19,0,14.99,19.18,39.009,30.841,49.978,34.866,17.898,-4.19,-0.87
2021/5/22,45.6,8.66,0,0,1,24,20,0,23.125,14.99,19.18,39.009,30.841,49.978,34.866,8.135,0.37
2021/5/23,40.004,8.12,0,0,1,20,18,0,45.6,23.125,14.99,19.18,39.009,30.841,49.978,22.475,-0.55
2021/5/24,23.558,9.04,0,0,0,32,15,0,40.004,45.6,23.125,14.99,19.18,39.009,30.841,-5.596,0.92
2021/5/25,22.818,9.16,0,0,0,23,17,0,23.558,40.004,45.6,23.125,14.99,19.18,39.009,-16.446,0.12
2021/5/26,13.724,9.16,0,0,0,20,16,0,22.818,23.558,40.004,45.6,23.125,14.99,19.18,-0.74,0
2021/5/27,41.592,7.32,0,0,0,28,19,0,13.724,22.818,23.558,40.004,45.6,23.125,14.99,-9.094,-1.84
2021/5/28,31.56,7.79,0,0,0,26,19,0,41.592,13.724,22.818,23.558,40.004,45.6,23.125,27.868,0.47
2021/5/29,28.583,9.16,0,0,1,27,19,0,31.56,41.592,13.724,22.818,23.558,40.004,45.6,-10.032,1.36
2021/5/30,22.849,8.83,0,0,1,30,20,0,28.583,31.56,41.592,13.724,22.818,23.558,40.004,-2.977,-0.33
2021/5/31,39.779,8.32,0,0,0,34,21,0,22.849,28.583,31.56,41.592,13.724,22.818,23.558,-5.734,-0.51
2021/6/1,24.157,7.79,0,0,0,31,23,0,39.779,22.849,28.583,31.56,41.592,13.724,22.818,16.93,-0.54
2021/6/2,28.542,6.85,0,0,0,32,23,0,24.157,39.779,22.849,28.583,31.56,41.592,13.724,-15.622,-0.94
2021/6/3,46.068,4.59,0,0,0,26,16,0,28.542,24.157,39.779,22.849,28.583,31.56,41.592,4.385,-2.26
2021/6/4,32.572,8.85,0,0,0,30,18,0,46.068,28.542,24.157,39.779,22.849,28.583,31.56,17.526,4.26
2021/6/5,10.426,8.8,0,0,1,32,20,0,32.572,46.068,28.542,24.157,39.779,22.849,28.583,-13.496,-0.05
2021/6/6,24.63,7.45,0,0,1,34,21,0,10.426,32.572,46.068,28.542,24.157,39.779,22.849,-22.146,-1.35
2021/6/7,22.362,7.27,0,0,0,34,23,0,24.63,10.426,32.572,46.068,28.542,24.157,39.779,14.204,-0.19
2021/6/8,21.767,7.73,0,0,0,34,25,0,22.362,24.63,10.426,32.572,46.068,28.542,24.157,-2.268,0.46
2021/6/9,17.751,7.96,0,0,0,30,23,0,21.767,22.362,24.63,10.426,32.572,46.068,28.542,-0.595,0.23
2021/6/10,7.55,7.96,0,0,0,27,22,0,17.751,21.767,22.362,24.63,10.426,32.572,46.068,-4.016,0
2021/6/11,34.184,7.16,0,1,0,30,24,0,7.55,17.751,21.767,22.362,24.63,10.426,32.572,-10.201,-0.8
2021/6/12,57.2,7,1,0,1,29,23,0,34.184,7.55,17.751,21.767,22.362,24.63,10.426,26.634,-0.16
2021/6/13,34.752,7.86,1,0,1,33,26,0,57.2,34.184,7.55,17.751,21.767,22.362,24.63,23.016,0.86
2021/6/14,36.495,7.77,1,0,0,34,27,0,34.752,57.2,34.184,7.55,17.751,21.767,22.362,-22.448,-0.08
2021/6/15,9.12,7.96,0,0,0,35,27,0,36.495,34.752,57.2,34.184,7.55,17.751,21.767,1.743,0.19
2021/6/16,25.607,7.84,0,0,0,34,26,0,9.12,36.495,34.752,57.2,34.184,7.55,17.751,-27.375,-0.12
2021/6/17,21.52,7.62,0,0,0,29,24,0,25.607,9.12,36.495,34.752,57.2,34.184,7.55,16.487,-0.22
2021/6/18,39.557,5.32,0,0,0,27,21,0,21.52,25.607,9.12,36.495,34.752,57.2,34.184,-4.087,-2.3
2021/6/19,21.906,6.56,0,0,1,24,21,0,39.557,21.52,25.607,9.12,36.495,34.752,57.2,18.037,1.24
2021/6/20,20.779,6.56,0,0,1,28,22,0,21.906,39.557,21.52,25.607,9.12,36.495,34.752,-17.651,0
2021/6/21,19.289,7.3,0,0,0,31,21,0,20.779,21.906,39.557,21.52,25.607,9.12,36.495,-1.127,0.75
2021/6/22,20.785,6.77,0,0,0,32,22,0,19.289,20.779,21.906,39.557,21.52,25.607,9.12,-1.49,-0.54
2021/6/23,23.537,6.57,0,0,0,33,23,0,20.785,19.289,20.779,21.906,39.557,21.52,25.607,1.496,-0.2
2021/6/24,30.834,5.03,0,0,0,34,24,0,23.537,20.785,19.289,20.779,21.906,39.557,21.52,2.752,-1.54
2021/6/25,23.662,6.25,0,0,0,34,25,0,30.834,23.537,20.785,19.289,20.779,21.906,39.557,7.297,1.22
2021/6/26,20.778,6.96,0,0,1,35,25,0,23.662,30.834,23.537,20.785,19.289,20.779,21.906,-7.172,0.71
2021/6/27,23.277,6.85,0,0,1,30,26,0,20.778,23.662,30.834,23.537,20.785,19.289,20.779,-2.884,-0.11
2021/6/28,21.226,6.9,0,0,0,32,25,0,23.277,20.778,23.662,30.834,23.537,20.785,19.289,2.499,0.05
2021/6/29,25.934,7.19,0,0,0,34,26,0,21.226,23.277,20.778,23.662,30.834,23.537,20.785,-2.051,0.29
2021/6/30,32.653,7.35,0,0,0,31,25,0,25.934,21.226,23.277,20.778,23.662,30.834,23.537,4.708,0.16
2021/7/1,33.802,7.43,0,0,0,28,24,0,32.653,25.934,21.226,23.277,20.778,23.662,30.834,6.719,0.08
2021/7/2,30.507,7.34,0,0,0,26,24,0,33.802,32.653,25.934,21.226,23.277,20.778,23.662,1.149,-0.09
2021/7/3,40.91,6.04,0,0,1,28,24,0,30.507,33.802,32.653,25.934,21.226,23.277,20.778,-3.295,-1.3
2021/7/4,21.886,7.16,0,0,1,27,24,0,40.91,30.507,33.802,32.653,25.934,21.226,23.277,10.403,1.12
2021/7/5,23.192,7.05,0,0,0,29,25,0,21.886,40.91,30.507,33.802,32.653,25.934,21.226,-19.024,-0.11
2021/7/6,39.269,6.5,0,0,0,33,23,0,23.192,21.886,40.91,30.507,33.802,32.653,25.934,1.306,-0.55
2021/7/7,32.46,6.09,0,0,0,30,24,0,39.269,23.192,21.886,40.91,30.507,33.802,32.653,16.077,-0.41
2021/7/8,33.76,7.11,0,0,0,37,25,0,32.46,39.269,23.192,21.886,40.91,30.507,33.802,-6.809,1.03
2021/7/9,28.439,7.62,0,0,0,32,27,0,33.76,32.46,39.269,23.192,21.886,40.91,30.507,1.3,0.5
2021/7/10,36.183,7.96,0,0,1,32,27,0,28.439,33.76,32.46,39.269,23.192,21.886,40.91,-5.321,0.34
2021/7/11,40.059,7.86,0,0,1,32,24,0,36.183,28.439,33.76,32.46,39.269,23.192,21.886,7.744,-0.1
2021/7/12,30.352,7.96,0,0,0,33,26,0,40.059,36.183,28.439,33.76,32.46,39.269,23.192,3.876,0.1
2021/7/13,34.125,7.16,0,0,0,33,27,0,30.352,40.059,36.183,28.439,33.76,32.46,39.269,-9.707,-0.8
2021/7/14,40.101,6.01,0,0,0,35,28,0,34.125,30.352,40.059,36.183,28.439,33.76,32.46,3.773,-1.16
2021/7/15,41.632,6,0,0,0,36,28,0,40.101,34.125,30.352,40.059,36.183,28.439,33.76,5.976,-0.01
2021/7/16,39.704,7.18,0,0,0,34,25,0,41.632,40.101,34.125,30.352,40.059,36.183,28.439,1.531,1.18
2021/7/17,22.225,7.69,0,0,1,31,24,0,39.704,41.632,40.101,34.125,30.352,40.059,36.183,-1.928,0.5
2021/7/18,40.98,7.6,0,0,1,30,24,0,22.225,39.704,41.632,40.101,34.125,30.352,40.059,-17.479,-0.09
2021/7/19,40.419,7.17,0,0,0,32,24,0,40.98,22.225,39.704,41.632,40.101,34.125,30.352,18.755,-0.43
2021/7/20,29.92,7.85,0,0,0,31,25,0,40.419,40.98,22.225,39.704,41.632,40.101,34.125,-0.561,0.68
2021/7/21,38.772,5.78,0,0,0,33,25,0,29.92,40.419,40.98,22.225,39.704,41.632,40.101,-10.499,-2.07
2021/7/22,34.01,5.82,0,0,0,26,22,1,38.772,29.92,40.419,40.98,22.225,39.704,41.632,8.852,0.03
2021/7/23,32.507,5.92,0,0,0,32,25,0,34.01,38.772,29.92,40.419,40.98,22.225,39.704,-4.762,0.11
2021/7/24,32.072,5.85,0,0,1,33,25,0,32.507,34.01,38.772,29.92,40.419,40.98,22.225,-1.503,-0.07
2021/7/25,31.829,7.71,0,0,1,32,24,0,32.072,32.507,34.01,38.772,29.92,40.419,40.98,-0.435,1.86
2021/7/26,32.358,7.39,0,0,0,32,24,0,31.829,32.072,32.507,34.01,38.772,29.92,40.419,-0.243,-0.32
2021/7/27,34.722,7.23,0,0,0,33,27,0,32.358,31.829,32.072,32.507,34.01,38.772,29.92,0.529,-0.17
2021/7/28,34.48,7.43,0,0,0,27,24,0,34.722,32.358,31.829,32.072,32.507,34.01,38.772,2.364,0.2
2021/7/29,22.701,6.98,0,0,0,34,26,0,34.48,34.722,32.358,31.829,32.072,32.507,34.01,-0.242,-0.44
2021/7/30,31.521,6.23,0,0,0,35,26,0,22.701,34.48,34.722,32.358,31.829,32.072,32.507,-11.779,-0.75
2021/7/31,53.965,5.98,0,0,1,36,26,0,31.521,22.701,34.48,34.722,32.358,31.829,32.072,8.82,-0.25
2021/8/1,33.051,7.69,0,0,1,31,22,0,53.965,31.521,22.701,34.48,34.722,32.358,31.829,22.444,1.7
2021/8/2,28.466,7.84,0,0,0,34,26,0,33.051,53.965,31.521,22.701,34.48,34.722,32.358,-20.914,0.15
2021/8/3,35.222,7.79,0,0,0,29,22,0,28.466,33.051,53.965,31.521,22.701,34.48,34.722,-4.585,-0.05
2021/8/4,28.038,7.56,0,0,0,32,24,0,35.222,28.466,33.051,53.965,31.521,22.701,34.48,6.756,-0.23
2021/8/5,32.818,7.28,0,0,0,32,19,0,28.038,35.222,28.466,33.051,53.965,31.521,22.701,-7.184,-0.29
2021/8/6,33.582,7.72,0,0,0,35,27,0,32.818,28.038,35.222,28.466,33.051,53.965,31.521,4.78,0.44
2021/8/7,31.745,7.84,0,0,1,35,27,0,33.582,32.818,28.038,35.222,28.466,33.051,53.965,0.764,0.12
2021/8/8,32.389,7.96,0,0,1,31,24,0,31.745,33.582,32.818,28.038,35.222,28.466,33.051,-1.837,0.12
2021/8/9,32.878,7.96,0,0,0,28,23,0,32.389,31.745,33.582,32.818,28.038,35.222,28.466,0.644,0
2021/8/10,32.336,7.09,0,0,0,28,24,0,32.878,32.389,31.745,33.582,32.818,28.038,35.222,0.489,-0.87
